0,0,0.492078,0.785398,0.485673,0.785398,0.49213,0.767125,0.498239,0.785398,0.49213,0.803672
1,0,0.485725,0.804003,0.479075,0.804352,0.485673,0.785398,0.49213,0.803672,0.485917,0.822591
2,0,0.479267,0.823307,0.472373,0.82404,0.479075,0.804352,0.485917,0.822591,0.479582,0.842209
3,0,0.472722,0.843308,0.465601,0.844443,0.472373,0.82404,0.479582,0.842209,0.473194,0.862542
4,0,0.466108,0.86406,0.458795,0.865631,0.465601,0.844443,0.473194,0.862542,0.466736,0.883625
5,0,0.459458,0.88558,0.45197,0.887622,0.458795,0.865631,0.466736,0.883625,0.460278,0.905442
6,0,0.452826,0.907868,0.445181,0.910416,0.45197,0.887622,0.460278,0.905442,0.453838,0.928026
7,0,0.446246,0.930976,0.438479,0.934048,0.445181,0.910416,0.453838,0.928026,0.447433,0.951414
8,0,0.429892,0.993616,0.421933,0.998189,0.428304,0.97234,0.437729,0.989235,0.431637,1.0147
9,0,0.423748,1.01971,0.415755,1.02493,0.421933,0.998189,0.431637,1.0147,0.425721,1.041
10,0,0.417797,1.04666,0.409803,1.05256,0.415755,1.02493,0.425721,1.041,0.420013,1.06812
11,0,0.412072,1.07446,0.404096,1.08109,0.409803,1.05256,0.420013,1.06812,0.414533,1.0961
12,0,0.406609,1.10315,0.398651,1.11052,0.404096,1.08109,0.414533,1.0961,0.409315,1.1249
13,0,0.401426,1.13268,0.393519,1.14082,0.398651,1.11052,0.409315,1.1249,0.404375,1.1545
14,0,0.396539,1.16305,0.388702,1.17201,0.393519,1.14082,0.404375,1.1545,0.399733,1.1849
15,0,0.391983,1.19426,0.384217,1.20402,0.388702,1.17201,0.399733,1.1849,0.395422,1.21609
16,0,0.381913,1.27723,0.374425,1.28917,0.377969,1.25519,0.389418,1.2658,0.386014,1.29877
17,0,0.378614,1.31104,0.371249,1.32385,0.374425,1.28917,0.386014,1.29877,0.382978,1.33237
18,0,0.375717,1.34546,0.368509,1.35912,0.371249,1.32385,0.382978,1.33237,0.380325,1.36651
19,0,0.373221,1.38043,0.36617,1.39495,0.368509,1.35912,0.380325,1.36651,0.378091,1.40115
